season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college
2013,203457,Nerlens,Noel,Nerlens Noel,C,82.0,6' 10'',83.75,6' 11.75'',206.4,87.75,7' 3.75'',110.0,9' 2'',4.15,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203506,Victor,Oladipo,Victor Oladipo,SG,75.25,6' 3.25'',76.25,6' 4.25'',213.2,81.25,6' 9.25'',100.5,8' 4.5'',6.55,8.75,9.25,33.0,42.0,10.69,3.14,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,
2013,203482,Kelly,Olynyk,Kelly Olynyk,PF-C,82.75,6' 10.75'',84.0,7' 0'',234,81.75,6' 9.75'',108.0,9' 0'',6.65,8.5,10.0,24.5,29.5,11.42,2.99,3.59,5.0,4-5,3-5,3-5,3-5,3-5,,,,,,4-5,2-5,3-5,1-5,3-5,,,,,,,,
2013,203464,Brandon,Paul,Brandon Paul,SG,74.75,6' 2.75'',76.0,6' 4'',201,82.25,6' 10.25'',98.0,8' 2'',5.25,8.5,9.5,33.5,39.5,11.16,2.9,3.37,15.0,,,,,,3-5,1-5,3-5,3-5,2-5,3-5,1-5,3-5,3-5,3-5,,,,,,,,
2013,203658,Norvel,Pelle,Norvel Pelle,PF-C,81.5,6' 9.5'',82.5,6' 10.5'',207.2,86.5,7' 2.5'',109.0,9' 1'',5.15,8.75,9.5,31.0,34.5,11.49,3.2,3.32,0.0,5-5,5-5,4-5,3-5,3-5,1-5,1-5,1-5,2-5,1-5,,,,,,,,,,,,,
2013,203486,Mason,Plumlee,Mason Plumlee,C-PF,83.25,6' 11.25'',84.5,7' 0.5'',238.2,83.0,6' 11'',108.0,9' 0'',6.15,9.75,9.5,30.5,36.0,10.89,2.76,3.29,14.0,,,,,,,,,,,,,,,,,,,,,,,
2013,203490,Otto,Porter,Otto Porter,SF,79.5,6' 7.5'',80.5,6' 8.5'',197.6,85.5,7' 1.5'',105.5,8' 9.5'',6.65,8.75,9.25,27.0,36.0,11.25,3.06,3.4,9.0,,,,,,,,,,,,,,,,,,,,,,,
2013,203515,Phil,Pressey,Phil Pressey,PG,69.5,5' 9.5'',71.5,5' 11.5'',177,74.25,6' 2.25'',92.0,7' 8'',4.7,7.75,9.75,33.0,38.5,10.86,3.02,3.13,7.0,,,,,,3-5,3-5,4-5,3-5,0-5,3-5,3-5,4-5,3-5,2-5,,,,,,,,
2013,203318,Glen,Rice,Glen Rice,SF-SG,76.5,6' 4.5'',77.75,6' 5.75'',210.8,81.25,6' 9.25'',101.5,8' 5.5'',8.45,8.5,9.0,33.0,40.5,10.99,3.08,3.25,10.0,,,,,,2-5,4-5,2-5,3-5,3-5,2-5,1-5,1-5,4-5,2-5,,,,,,,,
2013,203460,Andre,Roberson,Andre Roberson,PF-SF,78.25,6' 6.25'',79.0,6' 7'',205.8,83.0,6' 11'',104.5,8' 8.5'',7.05,8.75,9.5,30.0,36.5,11.36,3.02,3.34,10.0,,,,,,2-5,3-5,4-5,3-5,2-5,3-5,1-5,0-5,2-5,1-5,,,,,,,,
2013,203471,Dennis,Schroder,Dennis Schroder,PG,73.0,6' 1'',74.0,6' 2'',164.8,79.75,6' 7.75'',98.0,8' 2'',4.1,8.75,10.5,30.0,34.0,11.09,2.86,3.21,1.0,,,,,,,,,,,,,,,,,,,,,,,
2013,203491,Peyton,Siva,Peyton Siva,PG,71.5,5' 11.5'',73.0,6' 1'',180.6,75.0,6' 3'',93.0,7' 9'',6.05,8.0,9.75,33.5,41.5,10.59,2.93,3.16,15.0,,,,,,5-5,3-5,3-5,4-5,3-5,4-5,2-5,4-5,2-5,4-5,,,,,,,,
2013,203503,Tony,Snell,Tony Snell,SF-SG,78.0,6' 6'',79.25,6' 7.25'',198.2,83.5,6' 11.5'',105.5,8' 9.5'',4.85,9.0,9.5,30.0,36.5,11.36,2.84,3.25,7.0,,,,,,3-5,5-5,4-5,4-5,4-5,4-5,3-5,5-5,3-5,2-5,,,,,,,,
2013,203480,James,Southerland,James Southerland,SF-PF,79.0,6' 7'',80.0,6' 8'',220.6,85.0,7' 1'',106.0,8' 10'',8.05,8.0,9.5,29.0,32.0,10.9,3.03,3.38,5.0,,,,,,5-5,3-5,4-5,3-5,2-5,2-5,4-5,3-5,3-5,2-5,,,,,,,,
2013,203519,Adonis,Thomas,Adonis Thomas,SF,76.75,6' 4.75'',77.75,6' 5.75'',231.8,85.0,7' 1'',99.0,8' 3'',7.5,9.25,9.5,34.5,40.5,11.64,3.11,3.32,13.0,,,,,,1-5,4-5,4-5,4-5,1-5,4-5,4-5,2-5,3-5,2-5,,,,,,,,
2013,203472,Deshaun,Thomas,Deshaun Thomas,SF,77.0,6' 5'',79.0,6' 7'',219.8,82.0,6' 10'',104.0,8' 8'',9.1,8.0,8.75,28.5,32.0,12.94,3.38,3.53,5.0,,,,,,1-5,3-5,5-5,5-5,3-5,3-5,3-5,3-5,3-5,3-5,,,,,,,,
2013,203481,Jeff,Withey,Jeff Withey,C,82.75,6' 10.75'',84.5,7' 0.5'',221.8,86.0,7' 2'',110.5,9' 2.5'',8.65,9.0,9.75,26.5,29.0,12.49,3.29,3.47,10.0,3-5,3-5,3-5,3-5,4-5,,,,,,,,,,,,,,,,,,
2013,203489,Nate,Wolters,Nate Wolters,PG,75.5,6' 3.5'',76.75,6' 4.75'',196.4,75.75,6' 3.75'',98.0,8' 2'',5.5,8.25,8.75,,,,,,8.0,,,,,,2-5,4-5,4-5,4-5,3-5,3-5,4-5,2-5,3-5,4-5,,,,,,,,
2013,203523,BJ,Young,BJ Young,SG-PG,74.25,6' 2.25'',75.5,6' 3.5'',178.8,80.25,6' 8.25'',99.0,8' 3'',4.7,8.5,9.5,,,,,,,,,,,,3-5,2-5,2-5,4-5,3-5,4-5,2-5,1-5,2-5,3-5,,,,,,,,
2013,203469,Cody,Zeller,Cody Zeller,C-PF,82.75,6' 10.75'',84.25,7' 0.25'',230,82.75,6' 10.75'',106.0,8' 10'',4.75,8.5,10.5,35.5,37.5,10.82,2.69,3.15,17.0,,,,,,,,,,,,,,,,,,,,,,,
2014,203919,Jordan,Adams,Jordan Adams,SG,75.5,6' 3.5'',76.75,6' 4.75'',208.8,82.0,6' 10'',102.0,8' 6'',10.8,8.5,7.5,24.5,29.5,12.13,3.05,3.5,,,,,,,5-5,3-5,5-5,3-5,3-5,4-5,3-5,2-5,3-5,5-5,4-6,4-6,5-6,,,,21-35,
2014,203937,Kyle,Anderson,Kyle Anderson,SF,79.5,6' 7.5'',80.5,6' 8.5'',230.1,86.75,7' 2.75'',107.5,8' 11.5'',13.35,8.25,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203648,Thanasis,Antetokounmpo,Thanasis Antetokounmpo,SF,77.25,6' 5.25'',78.25,6' 6.25'',205.2,84.0,7' 0'',104.5,8' 8.5'',6.05,9.0,9.75,31.5,39.5,11.39,3.05,3.18,,,,,,,4-5,2-5,2-5,4-5,2-5,2-5,4-5,3-5,3-5,3-5,4-6,5-6,3-6,,,,,12-30
2014,203947,Jordan,Bachynski,Jordan Bachynski,PF,85.25,7' 1.25'',86.0,7' 2'',254.1,88.0,7' 4'',108.5,9' 0.5'',7.45,9.25,10.0,29.0,33.0,12.15,3.03,3.36,,0-5,3-5,3-5,5-5,4-5,,,,,,2-5,1-5,1-5,2-5,3-5,4-6,4-6,4-6,,,,19-30,
2014,203946,Cameron,Bairstow,Cameron Bairstow,PF,80.75,6' 8.75'',81.75,6' 9.75'',252.4,84.75,7' 0.75'',107.0,8' 11'',8.7,8.75,9.0,31.0,33.5,11.39,3.09,3.37,,5-5,4-5,4-5,3-5,4-5,,,,,,3-5,4-5,3-5,4-5,1-5,5-6,2-6,6-6,,,,21-37,
2014,203920,Khem,Birch,Khem Birch,PF,79.5,6' 7.5'',81.25,6' 9.25'',208.8,85.0,7' 1'',107.0,8' 11'',6.0,9.0,8.5,30.5,35.5,11.6,3.24,3.26,,3-5,2-5,2-5,4-5,2-5,,,,,,4-5,2-5,2-5,2-5,1-5,4-6,3-6,1-6,,,,18-36,
2014,203938,Alec,Brown,Alec Brown,PF,84.25,7' 0.25'',85.25,7' 1.25'',231.2,85.5,7' 1.5'',109.0,9' 1'',7.7,9.25,8.75,27.0,30.0,12.05,2.91,3.48,,3-5,4-5,5-5,4-5,5-5,,,,,,4-5,2-5,3-5,5-5,4-5,3-6,3-6,5-6,,,,22-36,
2014,203900,Markel,Brown,Markel Brown,SG,74.5,6' 2.5'',75.5,6' 3.5'',184.4,80.75,6' 8.75'',100.0,8' 4'',4.2,8.25,9.75,36.5,43.5,12.62,2.9,3.18,,,,,,,3-5,3-5,3-5,2-5,2-5,3-5,3-5,1-5,2-5,3-5,5-6,5-6,3-6,,,,18-32,
2014,203913,Jabari,Brown,Jabari Brown,SG,75.0,6' 3'',76.25,6' 4.25'',201.9,80.25,6' 8.25'',100.0,8' 4'',6.05,9.0,9.25,28.0,32.0,11.6,3.26,3.5,,,,,,,3-5,3-5,3-5,4-5,3-5,3-5,4-5,2-5,3-5,4-5,3-6,5-6,4-6,,,,21-36,
2014,203907,Deonte,Burton,Deonte Burton,PG,72.0,6' 0'',73.25,6' 1.25'',192.8,79.0,6' 7'',97.5,8' 1.5'',7.65,8.25,8.0,29.0,39.5,11.28,3.08,3.28,,,,,,,2-5,2-5,2-5,4-5,3-5,1-5,0-5,2-5,2-5,2-5,3-6,2-6,3-6,,,,19-33,
2014,203902,Semaj,Christon,Semaj Christon,PG,73.5,6' 1.5'',75.25,6' 3.25'',186,78.5,6' 6.5'',99.0,8' 3'',5.25,8.5,8.25,30.5,36.5,11.55,3.21,3.32,,,,,,,3-5,4-5,5-5,5-5,4-5,3-5,2-5,2-5,2-5,0-5,4-6,4-6,3-6,,,,27-39,
2014,203903,Jordan,Clarkson,Jordan Clarkson,PG,75.25,6' 3.25'',77.0,6' 5'',186.3,80.0,6' 8'',98.0,8' 2'',4.3,8.25,9.0,33.0,38.5,10.76,2.98,3.28,,,,,,,3-5,5-5,5-5,4-5,5-5,3-5,3-5,3-5,2-5,2-5,5-6,5-6,3-6,,,,22-33,
2014,203905,Aaron,Craft,Aaron Craft,PG,72.75,6' 0.75'',73.75,6' 1.75'',191.6,74.0,6' 2'',94.5,7' 10.5'',6.1,7.75,8.5,29.0,32.0,10.78,2.9,3.26,,,,,,,2-5,2-5,4-5,4-5,3-5,1-5,0-5,3-5,2-5,3-5,3-6,5-6,1-6,,,,22-34,
2014,203908,DeAndre,Daniels,DeAndre Daniels,SF,79.25,6' 7.25'',80.5,6' 8.5'',196,86.0,7' 2'',106.5,8' 10.5'',3.85,9.25,10.5,26.5,32.0,11.46,3.04,3.44,,,,,,,1-5,3-5,3-5,1-5,4-5,2-5,4-5,3-5,3-5,3-5,5-6,4-6,3-6,,,,23-34,
2014,203915,Spencer,Dinwiddie,Spencer Dinwiddie,PG,76.5,6' 4.5'',78.0,6' 6'',204.9,80.25,6' 8.25'',103.0,8' 7'',5.35,8.25,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203921,Cleanthony,Early,Cleanthony Early,SF,78.0,6' 6'',79.25,6' 7.25'',209.4,82.75,6' 10.75'',101.5,8' 5.5'',4.45,8.5,9.0,34.0,40.0,11.15,2.96,3.18,,,,,,,1-5,1-5,3-5,5-5,2-5,2-5,2-5,4-5,2-5,0-5,3-6,3-6,4-6,,,,17-35,
2014,203929,Melvin,Ejim,Melvin Ejim,SF,77.25,6' 5.25'',79.0,6' 7'',218.5,83.25,6' 11.25'',103.5,8' 7.5'',6.45,8.75,9.25,29.5,35.0,11.55,3.12,3.14,,,,,,,3-5,3-5,3-5,1-5,2-5,4-5,4-5,3-5,4-5,3-5,3-6,5-6,4-6,,,,24-36,
2014,203898,Tyler,Ennis,Tyler Ennis,PG,73.0,6' 1'',74.5,6' 2.5'',181.5,79.25,6' 7.25'',98.0,8' 2'',6.2,8.25,8.75,29.0,36.0,11.12,2.84,3.3,,,,,,,,,,,,,,,,,,,,,,,,
2014,203957,Dante,Exum,Dante Exum,SG,76.5,6' 4.5'',78.0,6' 6'',196.3,81.5,6' 9.5'',103.0,8' 7'',6.4,8.5,9.5,31.5,34.5,10.75,2.88,3.19,,,,,,,,,,,,,,,,,,,,,,,,
2014,203927,C.J.,Fair,C.J. Fair,SF,78.5,6' 6.5'',80.0,6' 8'',218.1,81.5,6' 9.5'',104.0,8' 8'',5.05,9.0,9.0,27.0,35.0,11.0,3.06,3.32,,,,,,,4-5,1-5,2-5,1-5,3-5,2-5,2-5,4-5,1-5,3-5,3-6,3-6,4-6,,,,27-36,
2014,203932,Aaron,Gordon,Aaron Gordon,PF,79.5,6' 7.5'',80.75,6' 8.75'',220.1,83.75,6' 11.75'',105.0,8' 9'',5.05,8.75,10.5,32.5,39.0,10.81,2.76,3.27,,,,,,,,,,,,,,,,,,,,,,,,
2014,203924,Jerami,Grant,Jerami Grant,SF,78.5,6' 6.5'',79.75,6' 7.75'',214,86.75,7' 2.75'',107.0,8' 11'',3.75,9.25,9.25,,,,,,,,,,,,1-5,1-5,1-5,2-5,3-5,2-5,3-5,2-5,2-5,3-5,4-6,2-6,3-6,,,,18-33,
2014,203798,P.J.,Hairston,P.J. Hairston,SG,76.25,6' 4.25'',77.25,6' 5.25'',228.8,81.0,6' 9'',101.0,8' 5'',8.2,8.75,9.75,32.0,37.0,11.12,,3.32,,,,,,,4-5,3-5,3-5,3-5,3-5,2-5,2-5,1-5,2-5,3-5,3-6,4-6,5-6,,,,19-31,
2014,203914,Gary,Harris,Gary Harris,SG,74.5,6' 2.5'',76.5,6' 4.5'',204.8,78.75,6' 6.75'',96.0,8' 0'',4.55,8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203925,Joe,Harris,Joe Harris,SG,76.75,6' 4.75'',78.25,6' 6.25'',215,78.0,6' 6'',100.0,8' 4'',6.2,8.5,9.75,28.5,33.5,11.11,2.92,3.31,,,,,,,4-5,3-5,3-5,3-5,5-5,2-5,4-5,3-5,3-5,4-5,5-6,5-6,4-6,,,,30-37,
2014,203918,Rodney,Hood,Rodney Hood,SF,79.25,6' 7.25'',80.5,6' 8.5'',208.2,80.5,6' 8.5'',103.0,8' 7'',7.45,8.5,8.5,29.0,36.0,11.21,3.14,3.38,,,,,,,1-5,3-5,4-5,4-5,3-5,3-5,2-5,4-5,4-5,2-5,5-6,4-6,5-6,,,,26-33,
2014,203928,Cory,Jefferson,Cory Jefferson,PF,79.75,6' 7.75'',81.0,6' 9'',218.4,84.5,7' 0.5'',105.0,8' 9'',5.25,8.75,9.75,33.0,37.5,12.63,3.39,3.36,,1-5,3-5,4-5,2-5,5-5,,,,,,3-5,5-5,1-5,3-5,2-5,0-6,3-6,5-6,,,,25-34,
2014,203910,Nick,Johnson,Nick Johnson,SG,73.5,6' 1.5'',75.0,6' 3'',198,79.25,6' 7.25'',96.5,8' 0.5'',6.05,8.75,9.75,33.5,41.5,10.8,2.95,3.27,,,,,,,4-5,5-5,3-5,3-5,4-5,1-5,3-5,3-5,3-5,2-5,5-6,5-6,4-6,,,,,19-36
2014,203930,Sean,Kilpatrick,Sean Kilpatrick,SG,74.5,6' 2.5'',76.25,6' 4.25'',218.7,79.0,6' 7'',99.0,8' 3'',9.2,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203945,Alex,Kirk,Alex Kirk,PF,81.25,6' 9.25'',82.75,6' 10.75'',252,87.5,7' 3.5'',109.5,9' 1.5'',13.6,9.25,10.5,28.5,31.5,11.2,3.19,3.48,,0-5,3-5,3-5,4-5,4-5,,,,,,3-5,3-5,2-5,1-5,1-5,3-6,5-6,2-6,,,,27-40,
2014,203897,Zach,LaVine,Zach LaVine,PG,76.5,6' 4.5'',77.75,6' 5.75'',180.9,80.25,6' 8.25'',100.0,8' 4'',4.7,8.25,8.75,33.5,41.5,10.42,2.8,3.19,,,,,,,1-5,3-5,3-5,4-5,2-5,3-5,3-5,2-5,2-5,4-5,4-6,5-6,5-6,,,,21-32,
2014,203906,Devyn,Marble,Devyn Marble,SG,77.0,6' 5'',78.5,6' 6.5'',192.4,81.0,6' 9'',102.0,8' 6'',6.9,8.25,8.5,29.0,35.0,11.32,3.08,3.28,,,,,,,3-5,2-5,5-5,3-5,3-5,4-5,4-5,4-5,4-5,0-5,2-6,3-6,4-6,,,,19-39,
2014,203949,James,McAdoo,James McAdoo,PF,79.5,6' 7.5'',80.75,6' 8.75'',227.6,86.25,7' 2.25'',106.5,8' 10.5'',6.15,9.25,9.0,29.5,34.0,11.61,2.91,3.28,,4-5,3-5,4-5,0-5,4-5,,,,,,3-5,0-5,2-5,2-5,2-5,3-6,2-6,4-6,,,,25-48,
2014,203909,K.J.,McDaniels,K.J. McDaniels,SF,76.5,6' 4.5'',78.0,6' 6'',195.6,83.25,6' 11.25'',102.0,8' 6'',4.45,8.75,9.75,33.0,37.0,12.71,3.2,3.1,,,,,,,3-5,4-5,3-5,3-5,4-5,2-5,3-5,2-5,0-5,1-5,4-6,3-6,4-6,,,,23-39,
2014,203926,Doug,McDermott,Doug McDermott,SF,78.25,6' 6.25'',79.75,6' 7.75'',218,81.25,6' 9.25'',103.0,8' 7'',7.1,8.75,9.75,28.5,36.5,11.1,3.15,3.29,,,,,,,,,,,,,,,,,,,,,,,,
2014,203895,Jordan,McRae,Jordan McRae,SG,75.75,6' 3.75'',77.25,6' 5.25'',179.4,84.5,7' 0.5'',104.0,8' 8'',5.2,8.75,8.5,27.5,34.5,11.07,3.15,3.39,,,,,,,4-5,4-5,3-5,4-5,4-5,2-5,2-5,3-5,4-5,4-5,3-6,4-6,4-6,,,,,28-34
2014,203894,Shabazz,Napier,Shabazz Napier,PG,71.0,5' 11'',73.0,6' 1'',175.2,75.25,6' 3.25'',93.0,7' 9'',7.35,8.25,8.5,30.5,37.5,11.6,3.13,3.2,,,,,,,,,,,,,,,,,,,,,,,,
2014,203948,Johnny,O?Bryant III,Johnny O?Bryant III,PF,79.25,6' 7.25'',80.5,6' 8.5'',256.8,86.25,7' 2.25'',105.0,8' 9'',10.75,9.25,9.5,31.0,35.5,11.57,3.32,3.45,,3-5,3-5,2-5,2-5,4-5,,,,,,4-5,1-5,2-5,4-5,1-5,3-6,3-6,3-6,,,,23-36,
2014,203934,Lamar,Patterson,Lamar Patterson,SG,76.0,6' 4'',77.25,6' 5.25'',226,83.0,6' 11'',101.0,8' 5'',10.75,9.0,9.25,27.5,32.5,11.63,3.13,3.45,,,,,,,4-5,1-5,3-5,4-5,3-5,5-5,4-5,1-5,4-5,1-5,5-6,3-6,4-6,,,,23-35,
2014,203940,Adreian,Payne,Adreian Payne,PF,81.0,6' 9'',81.75,6' 9.75'',238.5,88.0,7' 4'',109.0,9' 1'',7.55,9.25,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,203901,Elfrid,Payton,Elfrid Payton,PG,74.5,6' 2.5'',75.75,6' 3.75'',185.4,80.0,6' 8'',98.5,8' 2.5'',5.65,8.75,9.0,31.5,35.5,11.06,2.92,3.23,,,,,,,,,,,,,,,,,,,,,,,,
2014,203939,Dwight,Powell,Dwight Powell,PF,81.5,6' 9.5'',83.0,6' 11'',234.4,84.5,7' 0.5'',105.0,8' 9'',6.2,9.0,9.25,28.5,35.0,11.28,2.88,3.2,,4-5,5-5,4-5,4-5,3-5,,,,,,3-5,1-5,4-5,1-5,4-5,5-6,3-6,4-6,,,,24-37,
2014,203944,Julius,Randle,Julius Randle,PF,79.75,6' 7.75'',81.0,6' 9'',249.7,84.0,7' 0'',105.5,8' 9.5'',9.4,8.75,8.25,29.0,35.5,11.45,3.14,3.27,,,,,,,,,,,,,,,,,,,,,,,,
2014,203922,Glenn,Robinson III,Glenn Robinson III,SF,77.5,6' 5.5'',78.75,6' 6.75'',211.4,82.0,6' 10'',100.5,8' 4.5'',5.05,9.0,9.5,36.5,41.5,11.22,3.04,3.15,,,,,,,4-5,3-5,3-5,4-5,4-5,2-5,2-5,3-5,3-5,3-5,6-6,5-6,5-6,,,,25-39,
2014,203941,LaQuinton,Ross,LaQuinton Ross,SF,78.5,6' 6.5'',79.5,6' 7.5'',238.7,85.75,7' 1.75'',106.0,8' 10'',16.3,8.75,9.75,25.0,31.0,11.97,3.52,3.44,,,,,,,2-5,3-5,2-5,3-5,3-5,3-5,4-5,3-5,3-5,3-5,5-6,4-6,5-6,,,,,26-34
2014,203935,Marcus,Smart,Marcus Smart,PG,74.0,6' 2'',75.25,6' 3.25'',227.2,81.25,6' 9.25'',99.0,8' 3'',10.55,9.0,8.75,33.0,36.0,10.82,2.96,3.26,,,,,,,,,,,,,,,,,,,,,,,,
2014,203893,Russ,Smith,Russ Smith,PG,71.5,5' 11.5'',72.75,6' 0.75'',160,75.5,6' 3.5'',95.0,7' 11'',3.5,8.25,8.5,29.5,34.0,11.57,3.01,3.27,,,,,,,3-5,4-5,3-5,3-5,2-5,5-5,3-5,1-5,1-5,3-5,4-6,5-6,3-6,,,,25-36,
2014,203917,Nik,Stauskas,Nik Stauskas,SG,77.25,6' 5.25'',78.5,6' 6.5'',206.9,79.75,6' 7.75'',102.0,8' 6'',12.05,8.5,8.5,29.0,35.5,10.79,2.92,3.27,,,,,,,,,,,,,,,,,,,,,,,,
2014,203950,Jarnell,Stokes,Jarnell Stokes,PF,79.0,6' 7'',80.5,6' 8.5'',262.8,85.25,7' 1.25'',103.5,8' 7.5'',8.2,9.75,10.5,31.0,36.0,11.92,3.2,3.26,,5-5,4-5,5-5,4-5,2-5,,,,,,3-5,1-5,0-5,2-5,3-5,4-6,5-6,3-6,,,,21-36,
2014,203904,Xavier,Thames,Xavier Thames,PG,74.25,6' 2.25'',75.5,6' 3.5'',187,76.0,6' 4'',96.0,8' 0'',6.4,8.25,9.0,29.0,32.5,11.48,3.02,3.48,,,,,,,3-5,4-5,5-5,3-5,4-5,4-5,4-5,2-5,3-5,3-5,5-6,4-6,5-6,,,,22-26,
2014,203943,Noah,Vonleh,Noah Vonleh,PF,80.0,6' 8'',81.5,6' 9.5'',247.1,88.25,7' 4.25'',108.0,9' 0'',7.3,9.75,11.75,31.0,37.0,11.45,3.29,3.28,,,,,,,,,,,,,,,,,,,,,,,,
2014,203933,T.J.,Warren,T.J. Warren,SF,79.0,6' 7'',80.25,6' 8.25'',220.2,82.25,6' 10.25'',104.0,8' 8'',7.95,8.75,9.0,27.0,35.5,11.1,3.04,3.26,,,,,,,,,,,,,,,,,,,,,,,,
2014,203912,C.J.,Wilcox,C.J. Wilcox,SG,75.5,6' 3.5'',77.0,6' 5'',201,81.75,6' 9.75'',100.5,8' 4.5'',6.5,8.75,9.0,31.0,37.5,11.3,2.92,3.22,,,,,,,5-5,4-5,4-5,4-5,4-5,4-5,4-5,3-5,4-5,2-5,3-6,4-6,2-6,,,,23-34,
2014,203899,Kendall,Williams,Kendall Williams,PG,74.25,6' 2.25'',75.75,6' 3.75'',183,77.5,6' 5.5'',99.0,8' 3'',7.2,8.0,7.75,27.0,33.0,10.83,2.85,,,,,,,,2-5,2-5,2-5,4-5,2-5,2-5,3-5,1-5,2-5,3-5,3-6,2-6,6-6,,,,14-31,
2014,203942,Patric,Young,Patric Young,PF,80.5,6' 8.5'',82.0,6' 10'',246.8,85.75,7' 1.75'',103.5,8' 7.5'',5.45,9.25,9.5,32.0,37.5,11.18,3.06,3.43,,4-5,4-5,3-5,3-5,1-5,,,,,,1-5,2-5,1-5,1-5,2-5,3-6,4-6,1-6,,,,14-35,
2014,203923,James,Young,James Young,SG,77.25,6' 5.25'',78.75,6' 6.75'',213.3,84.0,7' 0'',104.0,8' 8'',5.1,9.0,9.5,28.0,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626146,Cliff,Alexander,Cliff Alexander,PF-C,79.25,6' 7.25'',80.5,6' 8.5'',239.2,87.5,7' 3.5'',109.5,9' 1.5'',5.8,9.5,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626147,Justin,Anderson,Justin Anderson,SF-SG,77.25,6' 5.25'',78.25,6' 6.25'',230.6,83.75,6' 11.75'',101.0,8' 5'',5.0,8.5,9.5,38.0,43.0,11.13,2.88,3.22,12.0,,,,,,5-5,2-5,1-5,4-5,4-5,3-5,3-5,3-5,0-5,0-5,7-8,6-8,6-8,,,,32-48,
2015,1626165,Brandon,Ashley,Brandon Ashley,PF,79.25,6' 7.25'',80.5,6' 8.5'',228,87.75,7' 3.75'',105.0,8' 9'',8.8,9.0,9.5,31.5,35.5,11.21,3.35,3.58,9.0,,,,,,4-5,4-5,3-5,3-5,3-5,3-5,2-5,2-5,2-5,2-5,,,,4-8,6-8,5-8,,30-48
2015,1626207,Ryan,Boatright,Ryan Boatright,PG,70.0,5' 10'',71.0,5' 11'',169.6,72.5,6' 0.5'',92.5,7' 8.5'',6.6,7.5,8.75,32.0,41.0,10.71,3.05,3.26,10.0,,,,,,3-5,3-5,4-5,5-5,4-5,3-5,3-5,5-5,4-5,2-5,7-8,5-8,6-8,,,,22-29,
2015,1626164,Devin,Booker,Devin Booker,SG,76.5,6' 4.5'',77.75,6' 5.75'',205.8,80.25,6' 8.25'',102.5,8' 6.5'',8.3,8.75,9.0,27.5,34.5,10.27,2.75,3.28,8.0,,,,,,,,,,,,,,,,,,,,,,,
2015,1626148,Anthony,Brown,Anthony Brown,SF-SG,77.75,6' 5.75'',79.25,6' 7.25'',211,83.0,6' 11'',104.5,8' 8.5'',6.1,8.5,9.0,27.5,34.5,10.94,3.29,3.18,4.0,,,,,,4-5,5-5,3-5,5-5,4-5,4-5,4-5,4-5,4-5,5-5,5-8,6-8,6-8,,,,30-44,
2015,1626161,Willie,Cauley-Stein,Willie Cauley-Stein,C,83.25,6' 11.25'',84.5,7' 0.5'',242.4,87.0,7' 3'',111.0,9' 3'',6.3,9.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1626176,Rakeem,Christmas,Rakeem Christmas,PF-C,80.25,6' 8.25'',81.75,6' 9.75'',242.6,89.25,7' 5.25'',110.5,9' 2.5'',9.6,9.25,9.0,29.0,32.0,11.6,3.3,3.47,9.0,,,,,,2-5,4-5,3-5,4-5,3-5,3-5,1-5,1-5,1-5,3-5,,,,5-8,3-8,2-8,,27-44
2015,1626192,Pat,Connaughton,Pat Connaughton,SG,76.0,6' 4'',77.25,6' 5.25'',215,80.0,6' 8'',96.0,8' 0'',10.2,8.5,9.25,37.5,44.0,10.58,3.08,3.2,13.0,,,,,,5-5,3-5,5-5,2-5,4-5,4-5,5-5,3-5,2-5,3-5,6-8,2-8,4-8,,,,,15-32
